role,Discussion_ID,Member,key,sentiment,reason,industry,status,time,Dataset,Topic_Key,Industry,Is_Member_Target,Sentiment_Label,Meeting_Num,Dataset_Label,discussion_type,short_title,long_title,date_parsed,Year,Month
participant,waterfront_market_Meeting_9_Report_Discussion,Ed Helpsford,0,1.0,Strongly supports as it could benefit small vessel,,,,trout,waterfront_market,tourism,True,Pro,9.0,TROUT (Tourism Lobby),discussion,waterfront_market_Meeting_9_Report_Discussion,"Plan a detailed plan for the market, including layout and vendor requirements",,,
participant,low_volume_crane_Travel_Harbor_Route_Solutions_Completed_Discussion_Crane,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,8.0,TROUT (Tourism Lobby),discussion,low_volume_crane_Travel_Harbor_Route_Solutions_Completed_Discussion_Crane,Discuss the completed travel plans to Harbor Route Solutions in Haacklee,,,
participant,fish_vacuum_Meeting_3_Report_Discussion,Teddy Goldstein,0,0.5,Useful for fishing operations but may have environmental concerns.,,,,trout,fish_vacuum,fishing,True,Pro,3.0,TROUT (Tourism Lobby),discussion,fish_vacuum_Meeting_3_Report_Discussion,Provide report on cost-benefit analysis,,,
participant,affordable_housing_Travel_Waveside_Townhomes_Completed_Discussion,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,8.0,TROUT (Tourism Lobby),discussion,affordable_housing_Travel_Waveside_Townhomes_Completed_Discussion,Discuss the completed travel plans to Waveside Townhomes in Lomark,,,
participant,affordable_housing_Travel_Tidewater_Flats,Teddy Goldstein,0,1.0,Strongly supports affordable housing for workers.,,,,trout,affordable_housing,neutral,True,Pro,9.0,TROUT (Tourism Lobby),plan,affordable_housing_Travel_Tidewater_Flats,Travel to Tidewater Flats in Lomark,,,
participant,waterfront_market_Meeting_7_Benefits_Feasibility,Ed Helpsford,0,1.0,Strongly supports as it could benefit small vessel,,,,trout,waterfront_market,tourism,True,Pro,7.0,TROUT (Tourism Lobby),plan,waterfront_market_Meeting_7_Benefits_Feasibility,Discuss the benefits and feasibility of establishing a waterfront market,,,
participant,concert_Meeting_16_Road_Closures,Ed Helpsford,0,0.5,Believes concerts can bring community together but cautious about potential disruptions.,,,,trout,concert,tourism,True,Pro,16.0,TROUT (Tourism Lobby),plan,concert_Meeting_16_Road_Closures,Status of road closures and traffic issues for concert,,,
participant,new_crane_lomark_Meeting_5_Cost_Impact_Report,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,trout,new_crane_lomark,fishing,True,Pro,5.0,TROUT (Tourism Lobby),plan,new_crane_lomark_Meeting_5_Cost_Impact_Report,Get a formal cost impact & environment report,,,
participant,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,trout,expanding_tourist_wharf,tourism,True,Against,9.0,TROUT (Tourism Lobby),discussion,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Get a formal cost impact & environment report started,,,
participant,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,trout,expanding_tourist_wharf,tourism,True,Neutral,9.0,TROUT (Tourism Lobby),discussion,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Get a formal cost impact & environment report started,,,
participant,new_crane_lomark_Meeting_8_Share_Findings,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,trout,new_crane_lomark,fishing,True,Pro,8.0,TROUT (Tourism Lobby),plan,new_crane_lomark_Meeting_8_Share_Findings,Share findings and plan next steps,,,
participant,expanding_tourist_wharf_Meeting_9_Report,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,trout,expanding_tourist_wharf,tourism,True,Against,9.0,TROUT (Tourism Lobby),plan,expanding_tourist_wharf_Meeting_9_Report,Get a formal cost impact & environment report,,,
participant,expanding_tourist_wharf_Meeting_9_Report,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,trout,expanding_tourist_wharf,tourism,True,Neutral,9.0,TROUT (Tourism Lobby),plan,expanding_tourist_wharf_Meeting_9_Report,Get a formal cost impact & environment report,,,
participant,expanding_tourist_wharf_Meeting_10_Report_Update_Discussion,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,trout,expanding_tourist_wharf,tourism,True,Against,10.0,TROUT (Tourism Lobby),discussion,expanding_tourist_wharf_Meeting_10_Report_Update_Discussion,Update on formal cost impact & environment report,,,
participant,statue_john_smoth_Travel_The_Bait_Stich_Discussion,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,trout,statue_john_smoth,neutral,True,Neutral,9.0,TROUT (Tourism Lobby),discussion,statue_john_smoth_Travel_The_Bait_Stich_Discussion,Discuss travel plans to The Bait & Stich for feedback gathering,,,
participant,affordable_housing_Travel_Tidewater_Flats_Discussion,Teddy Goldstein,0,1.0,Strongly supports affordable housing for workers.,,,,trout,affordable_housing,neutral,True,Pro,9.0,TROUT (Tourism Lobby),discussion,affordable_housing_Travel_Tidewater_Flats_Discussion,Discuss travel plans to Tidewater Flats in Lomark,,,
participant,new_crane_lomark_Meeting_8_Share_Findings_Discussion,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,trout,new_crane_lomark,fishing,True,Pro,8.0,TROUT (Tourism Lobby),discussion,new_crane_lomark_Meeting_8_Share_Findings_Discussion,Share findings and plan next steps,,,
participant,affordable_housing_Travel_Tidewater_Flats_Completed_Discussion,Teddy Goldstein,0,1.0,Strongly supports affordable housing for workers.,,,,trout,affordable_housing,neutral,True,Pro,10.0,TROUT (Tourism Lobby),discussion,affordable_housing_Travel_Tidewater_Flats_Completed_Discussion,Discuss the completed travel plans to Tidewater Flats in Lomark,,,
participant,affordable_housing_Meeting_8_Gather_Feedback_Discussion,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,8.0,TROUT (Tourism Lobby),discussion,affordable_housing_Meeting_8_Gather_Feedback_Discussion,Gather community feedback on housing needs,,,
participant,deep_fishing_dock_Meeting_4_Recommendation,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby),plan,deep_fishing_dock_Meeting_4_Recommendation,Provide recommendation based on visit feedback,,,
participant,name_inspection_office_Meeting_9_Community_Vote_Discussion,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_inspection_office,neutral,True,Neutral,9.0,TROUT (Tourism Lobby),discussion,name_inspection_office_Meeting_9_Community_Vote_Discussion,Organize a community vote on the name,,,
participant,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,trout,expanding_tourist_wharf,tourism,True,Neutral,7.0,TROUT (Tourism Lobby),discussion,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Discuss and share initial views on expanding the tourist wharf/infrastructure,,,
participant,expanding_tourist_wharf_Meeting_11_Report_Update_Discussion,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,trout,expanding_tourist_wharf,tourism,True,Against,11.0,TROUT (Tourism Lobby),discussion,expanding_tourist_wharf_Meeting_11_Report_Update_Discussion,Update on formal cost impact & environment report,,,
participant,waterfront_market_Meeting_9_Report,Ed Helpsford,0,1.0,Strongly supports as it could benefit small vessel,,,,trout,waterfront_market,tourism,True,Pro,9.0,TROUT (Tourism Lobby),plan,waterfront_market_Meeting_9_Report,"Plan a detailed plan for the market, including layout and vendor requirements",,,
participant,fish_vacuum_Meeting_1_Introduction,Seal,0,0.0,Balanced view on new technology applications.,,,,trout,fish_vacuum,fishing,True,Neutral,1.0,TROUT (Tourism Lobby),plan,fish_vacuum_Meeting_1_Introduction,General Introduction to what a fish vacuum is,,,
participant,marine_life_deck_Meeting_12_Environmental_Impact_Report_Discussion,Teddy Goldstein,0,-0.5,Prefers resources to be allocated toward the fishing industry.,,,,trout,marine_life_deck,tourism,True,Against,12.0,TROUT (Tourism Lobby),discussion,marine_life_deck_Meeting_12_Environmental_Impact_Report_Discussion,Present findings from the environmental impact study,,,
participant,low_volume_crane_Meeting_8_Report_Discussion,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,8.0,TROUT (Tourism Lobby),discussion,low_volume_crane_Meeting_8_Report_Discussion,Report on travel and submit letter of support for low-volume unload crane,,,
participant,affordable_housing_Meeting_10_Housing_Proposal,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,10.0,TROUT (Tourism Lobby),plan,affordable_housing_Meeting_10_Housing_Proposal,Report on travel findings and draft housing proposal suggestion,,,
participant,concert_Meeting_7_Concert_Issues,Ed Helpsford,0,0.5,Believes concerts can bring community together but cautious about potential disruptions.,,,,trout,concert,tourism,True,Pro,7.0,TROUT (Tourism Lobby),plan,concert_Meeting_7_Concert_Issues,Discuss any issues with concert. Discuss needs to get community feedback on concerns,,,
participant,deep_fishing_dock_Meeting_4_Recommendation_Discussion,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby),discussion,deep_fishing_dock_Meeting_4_Recommendation_Discussion,Provide recommendation based on visit feedback,,,
participant,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby),discussion,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Report on findings from dock visit,,,
participant,concert_Meeting_16_Road_Closures_Discussion,Ed Helpsford,0,0.5,Believes concerts can bring community together but cautious about potential disruptions.,,,,trout,concert,tourism,True,Pro,16.0,TROUT (Tourism Lobby),discussion,concert_Meeting_16_Road_Closures_Discussion,Status of road closures and traffic issues for concert,,,
participant,name_harbor_area_Meeting_12_Public_Opinion,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_harbor_area,neutral,True,Neutral,12.0,TROUT (Tourism Lobby),plan,name_harbor_area_Meeting_12_Public_Opinion,Gather public opinion on name choices and plan the dedication event,,,
participant,affordable_housing_Meeting_7_Debate,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,7.0,TROUT (Tourism Lobby),plan,affordable_housing_Meeting_7_Debate,Debate the conflict with short-term rentals,,,
participant,statue_john_smoth_Travel_The_Bait_Stich,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,trout,statue_john_smoth,neutral,True,Neutral,9.0,TROUT (Tourism Lobby),plan,statue_john_smoth_Travel_The_Bait_Stich,Travel to The Bait & Stich,,,
participant,fish_vacuum_Meeting_3_Report,Teddy Goldstein,0,0.5,Useful for fishing operations but may have environmental concerns.,,,,trout,fish_vacuum,fishing,True,Pro,3.0,TROUT (Tourism Lobby),plan,fish_vacuum_Meeting_3_Report,Provide report on cost-benefit analysis,,,
participant,low_volume_crane_Travel_Harbor_Route_Solutions,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,5.0,TROUT (Tourism Lobby),plan,low_volume_crane_Travel_Harbor_Route_Solutions,Travel to Harbor Route Solutions in Haacklee,,,
participant,name_harbor_area_Meeting_12_Public_Opinion_Discussion,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_harbor_area,neutral,True,Neutral,12.0,TROUT (Tourism Lobby),discussion,name_harbor_area_Meeting_12_Public_Opinion_Discussion,Gather public opinion on name choices and plan the dedication event,,,
participant,affordable_housing_Meeting_7_Debate_Discussion,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,7.0,TROUT (Tourism Lobby),discussion,affordable_housing_Meeting_7_Debate_Discussion,Debate the conflict with short-term rentals,,,
participant,deep_fishing_dock_Meeting_4_Findings_Report,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,4.0,TROUT (Tourism Lobby),plan,deep_fishing_dock_Meeting_4_Findings_Report,Report on findings from dock visit,,,
participant,low_volume_crane_Meeting_3_Proposal,Ed Helpsford,0,1.0,"Beneficial for small time fishers, who he feels are often overlooked",,,,trout,low_volume_crane,fishing,True,Pro,3.0,TROUT (Tourism Lobby),plan,low_volume_crane_Meeting_3_Proposal,Discuss potential benefits of low-volume unload crane,,,
participant,fish_vacuum_Meeting_1_Introduction_Discussion,Teddy Goldstein,0,0.5,Useful for fishing operations but may have environmental concerns.,,,,trout,fish_vacuum,fishing,True,Pro,1.0,TROUT (Tourism Lobby),discussion,fish_vacuum_Meeting_1_Introduction_Discussion,General Introduction to what a fish vacuum is,,,
participant,name_inspection_office_Meeting_9_Community_Vote,Ed Helpsford,0,0.0,Supportive but also feels it is a distraction,,,,trout,name_inspection_office,neutral,True,Neutral,9.0,TROUT (Tourism Lobby),plan,name_inspection_office_Meeting_9_Community_Vote,Organize a community vote on the name,,,
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,trout,expanding_tourist_wharf,tourism,True,Neutral,8.0,TROUT (Tourism Lobby),discussion,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Expand on views and ideas discussed in the previous meeting,,,
participant,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,Seal,0,0.1,Recognizes the crane's benefit to small-scale operations.,,,,trout,low_volume_crane,fishing,True,Neutral,5.0,TROUT (Tourism Lobby),discussion,low_volume_crane_Travel_Harbor_Route_Solutions_Discussion,Discuss travel plans to Harbor Route Solutions in Haacklee,,,
participant,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,trout,new_crane_lomark,fishing,True,Pro,5.0,TROUT (Tourism Lobby),discussion,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,Get a formal cost impact & environment report started,,,
participant,affordable_housing_Meeting_8_Feedback,Ed Helpsford,0,1.0,Feels committee should be doing more for blue-collar workers. Nephew is having trouble finding housing,,,,trout,affordable_housing,neutral,True,Pro,8.0,TROUT (Tourism Lobby),plan,affordable_housing_Meeting_8_Feedback,Gather community feedback on housing needs,,,
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Teddy Goldstein,0,,,,,,trout,deep_fishing_dock,fishing,True,Not Rated,3.0,TROUT (Tourism Lobby),discussion,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Discuss maintenance plan and designate travel representatives,,,
participant,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,journalist,expanding_tourist_wharf,tourism,True,Neutral,7.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Meeting_7_Initial_Views_Discussion,Discuss and share initial views on expanding the tourist wharf/infrastructure,,,
participant,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Discussion_Tourist,Simone Kat,0,0.5,Supports tourism growth,,,,journalist,expanding_tourist_wharf,tourism,True,Pro,8.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Discussion_Tourist,Discuss travel plans to Harbor Route Solutions in Haacklee,,,
participant,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,Simone Kat,0,0.5,Supports tourism growth,,,,journalist,expanding_tourist_wharf,tourism,True,Pro,8.0,Journalist (Full Record),plan,expanding_tourist_wharf_Travel_Harbor_Route_Solutions,Travel to Harbor Route Solutions in Haacklee,,,
participant,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,journalist,expanding_tourist_wharf,tourism,True,Neutral,8.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Meeting_8_Expand_Ideas_Discussion,Expand on views and ideas discussed in the previous meeting,,,
participant,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,Simone Kat,0,0.5,Supports tourism growth,,,,journalist,expanding_tourist_wharf,tourism,True,Pro,9.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Travel_Harbor_Route_Solutions_Completed_Discussion_Tourist,Discuss the completed travel plans to Harbor Route Solutions in Haacklee,,,
participant,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,journalist,expanding_tourist_wharf,tourism,True,Against,9.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Get a formal cost impact & environment report started,,,
participant,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,journalist,expanding_tourist_wharf,tourism,True,Neutral,9.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Meeting_9_Start_Report_Discussion,Get a formal cost impact & environment report started,,,
participant,expanding_tourist_wharf_Meeting_9_Report,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,journalist,expanding_tourist_wharf,tourism,True,Against,9.0,Journalist (Full Record),plan,expanding_tourist_wharf_Meeting_9_Report,Get a formal cost impact & environment report,,,
participant,expanding_tourist_wharf_Meeting_9_Report,Seal,0,0.1,"Seems like headache, but if other people are willing to do the work.",,,,journalist,expanding_tourist_wharf,tourism,True,Neutral,9.0,Journalist (Full Record),plan,expanding_tourist_wharf_Meeting_9_Report,Get a formal cost impact & environment report,,,
participant,expanding_tourist_wharf_Meeting_10_Report_Update_Discussion,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,journalist,expanding_tourist_wharf,tourism,True,Against,10.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Meeting_10_Report_Update_Discussion,Update on formal cost impact & environment report,,,
participant,expanding_tourist_wharf_Meeting_11_Report_Update_Discussion,Teddy Goldstein,0,-0.5,Seen as prioritizing tourism over fishing-related infrastructure.,,,,journalist,expanding_tourist_wharf,tourism,True,Against,11.0,Journalist (Full Record),discussion,expanding_tourist_wharf_Meeting_11_Report_Update_Discussion,Update on formal cost impact & environment report,,,
participant,statue_john_smoth_Meeting_8_Proposal_Discussion,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,8.0,Journalist (Full Record),discussion,statue_john_smoth_Meeting_8_Proposal_Discussion,Present proposal for the statue to honor John Smoth,,,
participant,statue_john_smoth_Meeting_8_Proposal,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,8.0,Journalist (Full Record),plan,statue_john_smoth_Meeting_8_Proposal,Present proposal for the statue to honor John Smoth,,,
participant,statue_john_smoth_Travel_The_Bait_Stich_Discussion,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,journalist,statue_john_smoth,neutral,True,Neutral,9.0,Journalist (Full Record),discussion,statue_john_smoth_Travel_The_Bait_Stich_Discussion,Discuss travel plans to The Bait & Stich for feedback gathering,,,
participant,statue_john_smoth_Travel_The_Bait_Stich,Seal,0,0.2,Appreciates historical recognition but sees limited practical benefit.,,,,journalist,statue_john_smoth,neutral,True,Neutral,9.0,Journalist (Full Record),plan,statue_john_smoth_Travel_The_Bait_Stich,Travel to The Bait & Stich,,,
participant,statue_john_smoth_Meeting_9_Gather_Feedback_Discussion,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,9.0,Journalist (Full Record),discussion,statue_john_smoth_Meeting_9_Gather_Feedback_Discussion,Gather community feedback on the proposed statue,,,
participant,statue_john_smoth_Meeting_9_Feedback,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,9.0,Journalist (Full Record),plan,statue_john_smoth_Meeting_9_Feedback,Gather community feedback on the proposed statue,,,
participant,statue_john_smoth_Travel_The_Bait_Stich_Completed_Discussion,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,10.0,Journalist (Full Record),discussion,statue_john_smoth_Travel_The_Bait_Stich_Completed_Discussion,Discuss the completed travel plans to The Bait & Stich,,,
participant,statue_john_smoth_Meeting_10_Presentation_Discussion,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,10.0,Journalist (Full Record),discussion,statue_john_smoth_Meeting_10_Presentation_Discussion,Provide presentation on feedback and costs,,,
participant,statue_john_smoth_Meeting_10_Presentation,Tante Titan,0,1.0,Loves ceremonial gestures and believes they can have a positive impact.,,,,journalist,statue_john_smoth,neutral,True,Pro,10.0,Journalist (Full Record),plan,statue_john_smoth_Meeting_10_Presentation,Provide presentation on feedback and costs,,,
participant,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,Simone Kat,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,3.0,Journalist (Full Record),discussion,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Discussion,Discuss travel plans to High Seas Fishing Inc. in Himark,,,
participant,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,Simone Kat,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,3.0,Journalist (Full Record),plan,deep_fishing_dock_Travel_High_Seas_Fishing_Inc,Travel to High Seas Fishing Inc. in Himark,,,
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Teddy Goldstein,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,3.0,Journalist (Full Record),discussion,deep_fishing_dock_Meeting_3_Maintenance_Plan_Discussion,Discuss maintenance plan and designate travel representatives,,,
participant,deep_fishing_dock_Meeting_3_Maintenance_Plan,Teddy Goldstein,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,3.0,Journalist (Full Record),plan,deep_fishing_dock_Meeting_3_Maintenance_Plan,Discuss maintenance plan and designate travel representatives,,,
participant,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,Simone Kat,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,4.0,Journalist (Full Record),discussion,deep_fishing_dock_Travel_High_Seas_Fishing_Inc_Completed_Discussion,Discuss the completed travel plans to High Seas Fishing Inc. in Himark,,,
participant,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Teddy Goldstein,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,4.0,Journalist (Full Record),discussion,deep_fishing_dock_Meeting_4_Findings_Report_Discussion,Report on findings from dock visit,,,
participant,deep_fishing_dock_Meeting_4_Findings_Report,Teddy Goldstein,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,4.0,Journalist (Full Record),plan,deep_fishing_dock_Meeting_4_Findings_Report,Report on findings from dock visit,,,
participant,deep_fishing_dock_Meeting_4_Recommendation_Discussion,Teddy Goldstein,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,4.0,Journalist (Full Record),discussion,deep_fishing_dock_Meeting_4_Recommendation_Discussion,Provide recommendation based on visit feedback,,,
participant,deep_fishing_dock_Meeting_4_Recommendation,Teddy Goldstein,0,,,,,,journalist,deep_fishing_dock,fishing,True,Not Rated,4.0,Journalist (Full Record),plan,deep_fishing_dock_Meeting_4_Recommendation,Provide recommendation based on visit feedback,,,
participant,new_crane_lomark_Travel_Blue_Wave_Shipping_Discussion,Simone Kat,0,-0.5,"Primarily benefits large vessel operations, with limited relevance to tourism",,,,journalist,new_crane_lomark,fishing,True,Against,5.0,Journalist (Full Record),discussion,new_crane_lomark_Travel_Blue_Wave_Shipping_Discussion,Discuss travel plans to Blue Wave Shipping in Lomark,,,
participant,new_crane_lomark_Travel_Blue_Wave_Shipping,Simone Kat,0,-0.5,"Primarily benefits large vessel operations, with limited relevance to tourism",,,,journalist,new_crane_lomark,fishing,True,Against,5.0,Journalist (Full Record),plan,new_crane_lomark_Travel_Blue_Wave_Shipping,Travel to Blue Wave Shipping in Lomark,,,
participant,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,journalist,new_crane_lomark,fishing,True,Pro,5.0,Journalist (Full Record),discussion,new_crane_lomark_Meeting_5_Cost_Impact_Report_Discussion,Get a formal cost impact & environment report started,,,
participant,new_crane_lomark_Meeting_5_Cost_Impact_Report,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,journalist,new_crane_lomark,fishing,True,Pro,5.0,Journalist (Full Record),plan,new_crane_lomark_Meeting_5_Cost_Impact_Report,Get a formal cost impact & environment report,,,
participant,new_crane_lomark_Travel_Blue_Wave_Shipping_Completed_Discussion,Simone Kat,0,-0.5,"Primarily benefits large vessel operations, with limited relevance to tourism",,,,journalist,new_crane_lomark,fishing,True,Against,8.0,Journalist (Full Record),discussion,new_crane_lomark_Travel_Blue_Wave_Shipping_Completed_Discussion,Discuss the completed travel plans to Blue Wave Shipping in Lomark,,,
participant,new_crane_lomark_Meeting_8_Share_Findings_Discussion,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,journalist,new_crane_lomark,fishing,True,Pro,8.0,Journalist (Full Record),discussion,new_crane_lomark_Meeting_8_Share_Findings_Discussion,Share findings and plan next steps,,,
participant,new_crane_lomark_Meeting_8_Share_Findings,Teddy Goldstein,0,1.0,Essential for improving efficiency in fishing operations.,,,,journalist,new_crane_lomark,fishing,True,Pro,8.0,Journalist (Full Record),plan,new_crane_lomark_Meeting_8_Share_Findings,Share findings and plan next steps,,,
participant,fish_vacuum_Meeting_1_Introduction_Discussion,Teddy Goldstein,0,0.5,Useful for fishing operations but may have environmental concerns.,,,,journalist,fish_vacuum,fishing,True,Pro,1.0,Journalist (Full Record),discussion,fish_vacuum_Meeting_1_Introduction_Discussion,General Introduction to what a fish vacuum is,,,
participant,fish_vacuum_Meeting_1_Introduction,Seal,0,0.0,Balanced view on new technology applications.,,,,journalist,fish_vacuum,fishing,True,Neutral,1.0,Journalist (Full Record),plan,fish_vacuum_Meeting_1_Introduction,General Introduction to what a fish vacuum is,,,
participant,fish_vacuum_Travel_Bay_Harvest_Corporation_Discussion,Simone Kat,0,-0.1,Would rather see money go to tourism initiatives,,,,journalist,fish_vacuum,fishing,True,Neutral,2.0,Journalist (Full Record),discussion,fish_vacuum_Travel_Bay_Harvest_Corporation_Discussion,Discuss travel plans to Bay Harvest Corporation in Himark,,,
participant,fish_vacuum_Travel_Bay_Harvest_Corporation,Simone Kat,0,-0.1,Would rather see money go to tourism initiatives,,,,journalist,fish_vacuum,fishing,True,Neutral,2.0,Journalist (Full Record),plan,fish_vacuum_Travel_Bay_Harvest_Corporation,Travel to Bay Harvest Corporation in Himark,,,
participant,fish_vacuum_Travel_Bay_Harvest_Corporation_Completed_Discussion,Simone Kat,0,-0.1,Would rather see money go to tourism initiatives,,,,journalist,fish_vacuum,fishing,True,Neutral,3.0,Journalist (Full Record),discussion,fish_vacuum_Travel_Bay_Harvest_Corporation_Completed_Discussion,Discuss the completed travel plans to Bay Harvest Corporation in Lomark,,,
